1.4327437671,0.2665572128,17.9521101665,-0.9924797593,0.122408853
2.6798916403,-1.1554119763,18.1274906877,-0.9953212898,0.0966205473
4.2152516448,-2.396724806,18.2479907978,-0.9986110779,0.0526869541
5.3839605696,-3.929952315,18.3288842399,-0.9998991658,-0.0142006385
6.551271486,-5.0985433941,18.3122878269,-0.9924912536,-0.1223156227
7.8181066076,-6.2570892688,18.1695074652,-0.9696732377,-0.2444050167
8.8960798055,-7.4855053827,17.8598866062,-0.9073097111,-0.4204629451
9.9740064257,-8.4635609335,17.4066388207,-0.8134827461,-0.5815890489
11.2944921567,-9.3404356405,16.7797285029,-0.7003255085,-0.7138236352
12.3298437367,-10.2652054816,15.8371345782,-0.5846349152,-0.8112965031
13.6919583957,-10.8705081648,14.9971574618,-0.4924947235,-0.8703154298
14.8832132836,-11.541342447,13.8116880569,-0.413966316,-0.9102921999
15.9087612038,-12.0344818444,12.7272980244,-0.347726237,-0.9375961093
16.9853421213,-12.3910917635,11.7657482845,-0.2737269338,-0.9618074473
18.1643742348,-12.685780957,10.7302847404,-0.1945083402,-0.9809008643
19.3314860636,-12.9151125365,9.5737711213,-0.0871977447,-0.9961910225
20.4237165684,-13.0168820558,8.4111047951,0.0553701072,-0.9984658989
21.4889544402,-12.9564051356,7.3205498824,0.2036330786,-0.9790472763
22.571737041,-12.7394874683,6.2776316453,0.3403004455,-0.9403167588
23.6467126116,-12.3710160669,5.2594730197,0.4826030682,-0.8758391853
24.687148848,-11.8522295583,4.3179672918,0.6137617219,-0.7894913228
25.7275857366,-11.2136496223,3.4965519111,0.7239065833,-0.689898006
26.8026647283,-10.4604705091,2.7787565764,0.8095512894,-0.5870491546
27.9160502494,-9.5901389253,2.1476323632,0.8769465362,-0.4805879448
29.0414622859,-8.6137593491,1.6125527039,0.9247673361,-0.3805330131
30.1779897842,-7.5730150581,1.1842962706,0.9566843148,-0.2911273292
31.3797211855,-6.4857170271,0.8534220554,0.9773157693,-0.2117873627
32.5678411402,-5.3112459781,0.5989105313,0.9893074618,-0.1458449385
34.3803803383,-4.1358300414,0.4256292496,0.9939421255,-0.1099047366
36.4456905281,-2.3342709783,0.2264226064,0.9949790081,-0.1000838321
37.6359270325,-0.2793306942,0.0197184481,0.9958163225,-0.0913775239
38.8210051809,0.9059262444,-0.0890424164,0.9954198584,-0.0955997153
39.9595349273,2.085576567,-0.2023355501,0.9965930906,-0.0824755228
41.2355109949,3.2202274457,-0.2962363861,0.9964451073,-0.0842445733
42.447884381,4.4916675553,-0.4037304455,0.9975347239,-0.0701746003
43.6694342268,5.7010521064,-0.4888082632,0.9975125062,-0.0704897148
44.8810751062,6.9195633545,-0.5749149634,0.9977705652,-0.0667375401
46.0718207293,8.1285029596,-0.6557768952,0.9978208593,-0.0659813057
47.3276643895,9.3166537804,-0.7343438461,0.9975713069,-0.0696526217
49.1278005629,10.5694473818,-0.8218166496,0.9978719705,-0.0652037619
51.0677539358,12.3657528122,-0.9391923,0.9977268877,-0.0673873696
53.0287649831,14.3012964532,-1.0699206549,0.9980395438,-0.0625864926
54.9388711529,16.2584630243,-1.1926534582,0.998380412,-0.0568907107
56.802610594,18.165475609,-1.3013207556,0.9982810913,-0.058607703
57.9883297599,20.0260114521,-1.4105502432,0.9982452689,-0.0592147201
59.1376060657,21.2096499997,-1.4807622717,0.9990222978,-0.0442091458
60.2636967108,22.3578026554,-1.5315707954,0.9999426492,0.0107097337
61.2959869538,23.4838287183,-1.5195106645,0.99308118,0.1174298509
62.5507394789,24.508976731,-1.3982889751,0.9696897551,0.2443394746
63.7455811906,25.7256973997,-1.0917034024,0.9216876434,0.3879328396
65.1316455965,26.8269682412,-0.6281850643,0.8528287441,0.5221907058
66.5293690605,28.0090438078,0.0956048861,0.7478689113,0.6638464367
68.0277253085,29.0543577331,1.0234786271,0.6200715076,0.7845452986
69.0774885463,29.9834457506,2.199006977,0.4961302308,0.8682481178
70.1649573458,30.5042650282,3.1104619325,0.3925918672,0.9197127953
71.3119775985,30.9311964346,4.1106209018,0.3115949905,0.9502150082
72.458100324,31.2886021994,5.2005367607,0.2102703521,0.977643278
73.8642988608,31.5295978284,6.321035939,0.1172939664,0.9930972387
75.1773133332,31.6945364324,7.717527823,-0.0100565487,0.9999494316
76.1997124174,31.6813320384,9.0304758983,-0.1235001331,0.9923445557
77.4074503734,31.5550656154,10.0450480632,-0.2478018159,0.9688107452
78.5762872629,31.2557859567,11.2151175724,-0.3746911638,0.9271496814
79.6942298106,30.8178331023,12.2988043222,-0.5010031727,0.8654454465
80.7690779977,30.257740339,13.2663226095,-0.6290427743,0.777370689
81.9460527447,29.5816148534,14.1018780853,-0.7606080135,0.6492114061
83.0685416078,28.6863984291,14.8659835158,-0.8617566826,0.5073218111
84.2620675926,27.7190861502,15.4354465988,-0.932883265,0.3601788638
85.5641675362,26.6056657327,15.865329432,-0.9752727876,0.2210045015
86.6882641648,25.335763091,16.1530993809,-0.9908857131,0.1347052471
88.8051069571,24.2219118016,16.304521095,-0.9938264661,0.110945731
90.0104223338,22.1181374099,16.5393757661,-0.9948814091,0.1010494025
91.2621891391,20.9189915496,16.6611721647,-0.9964573687,0.08409942
92.8346109172,19.6716592926,16.766445027,-0.996985077,0.0775935326
94.4112495648,18.1039782451,16.8884547875,-0.9974435725,0.0714585176
95.9142403987,16.5313701599,17.0011190479,-0.9970464223,0.0768012487
97.1841925234,15.0328185263,17.1165506208,-0.9970257459,0.0770692026
98.3686943009,13.7666435618,17.2144248183,-0.997082644,0.0763295551
99.4569017821,12.5855973977,17.304837312,-0.9978182566,0.0660206537
100.690124602,11.4997641059,17.3766814813,-0.9978367891,0.0657399599
