Time,Latitude, Longitute
1849978924,42.2753781,-71.8074093
1870158911,42.2753793,-71.8074112
1889843941,42.2753797,-71.807413
1909563065,42.2753797,-71.807413
1930108071,42.2753809,-71.8074151
1949721098,42.2753819,-71.8074169
1970217944,42.2753824,-71.8074181
1989845038,42.2753831,-71.8074201
2009704113,42.2753831,-71.8074201
2029873133,42.2753836,-71.8074221
2050480128,42.2753844,-71.8074245
2089600087,42.2753853,-71.8074275
2096354962,42.2753854,-71.8074299
2109276057,42.2753854,-71.8074299
2130065918,42.2753861,-71.8074334
2150734902,42.2753872,-71.807435
2169958115,42.2753877,-71.8074371
2190726996,42.2753887,-71.8074408
2209748030,42.2753887,-71.8074408
2229994059,42.275389,-71.8074443
2249750138,42.2753894,-71.8074473
2270160914,42.2753897,-71.8074499
2289825917,42.2753902,-71.8074531
2309428931,42.2753902,-71.8074531
2329463006,42.2753907,-71.8074557
2349812031,42.2753908,-71.8074583
2370463133,42.2753911,-71.8074611
2389758110,42.2753915,-71.8074635
2409802914,42.2753915,-71.8074635
2429872990,42.2753921,-71.8074673
2449607134,42.2753924,-71.8074703
2470462084,42.2753927,-71.8074732
2489501954,42.2753935,-71.8074774
2509717942,42.2753935,-71.8074774
2529845000,42.2753939,-71.8074803
2549964905,42.2753942,-71.8074832
2570333958,42.2753944,-71.8074872
2589864970,42.275394,-71.8074914
2609791041,42.275394,-71.8074914
2629758120,42.2753935,-71.8074954
2649800063,42.2753934,-71.8074994
2670195103,42.2753932,-71.8075031
2689793110,42.2753927,-71.8075068
2710477114,42.2753927,-71.8075068
2729787112,42.2753924,-71.8075105
2750400067,42.2753919,-71.8075141
2770026923,42.275391,-71.8075172
2789927960,42.2753903,-71.8075198
2809859038,42.2753903,-71.8075198
2829718113,42.2753891,-71.8075229
2850155116,42.2753879,-71.8075262
2869874955,42.2753865,-71.8075288
2889765978,42.2753845,-71.8075314
2910084010,42.2753845,-71.8075314
2929937125,42.2753832,-71.8075338
2950567961,42.2753818,-71.8075363
2969842911,42.2753806,-71.8075379
2989758969,42.2753795,-71.8075394
3009855986,42.2753795,-71.8075394
3030066967,42.275379,-71.8075402
3050204993,42.2753792,-71.8075397
3069653035,42.2753801,-71.807538
3089704991,42.2753812,-71.8075366
3109966994,42.2753812,-71.8075366
3129683018,42.2753819,-71.8075366
3150203944,42.2753834,-71.8075353
3169774056,42.2753849,-71.8075351
3190351963,42.2753872,-71.8075328
3209568024,42.2753872,-71.8075328
3229625941,42.2753898,-71.8075318
3265909911,42.275393,-71.8075305
3274701119,42.2753965,-71.8075293
3289427042,42.2754005,-71.8075294
3309859992,42.2754005,-71.8075294
3329805136,42.2754052,-71.8075285
3350450039,42.2754106,-71.807528
3369581938,42.2754165,-71.8075277
3389637948,42.2754232,-71.8075271
3409713984,42.2754232,-71.8075271
3430699110,42.2754306,-71.8075261
3450223923,42.2754384,-71.8075251
3470021010,42.2754469,-71.8075246
3489771128,42.2754561,-71.8075231
3509827137,42.2754561,-71.8075231
3530177117,42.2754656,-71.8075219
3549920083,42.2754757,-71.8075206
3569905997,42.2754863,-71.8075185
3589821101,42.2754973,-71.8075174
3609744072,42.2754973,-71.8075174
3630350113,42.2755085,-71.8075145
3649944067,42.2755205,-71.8075129
3669531107,42.2755328,-71.80751
3689564944,42.2755453,-71.8075079
3710256100,42.2755453,-71.8075079
3729537011,42.2755578,-71.8075056
3750303030,42.2755707,-71.8075028
3769726038,42.275584,-71.8075001
3789654017,42.2755975,-71.8074963
3809986115,42.2755975,-71.8074963
3829522133,42.2756109,-71.8074939
3849879027,42.2756248,-71.8074912
3869662047,42.2756384,-71.8074886
3890571118,42.2756517,-71.8074854
3909562111,42.2756517,-71.8074854
3929539919,42.2756644,-71.8074827
3949954987,42.2756768,-71.8074801
3969654084,42.2756894,-71.8074777
3990270138,42.2757018,-71.8074748
4011420966,42.2757018,-71.8074748
4029920102,42.2757143,-71.807472
4050071002,42.275727,-71.8074695
4070121050,42.2757397,-71.8074673
4089601040,42.2757524,-71.8074645
4109628916,42.2757524,-71.8074645
4129760027,42.2757649,-71.8074616
4149533987,42.2757775,-71.8074592
4170942069,42.2757895,-71.8074567
4189371109,42.275801,-71.8074543
4209643126,42.275801,-71.8074543
4229608059,42.2758123,-71.8074519
4249531985,42.2758228,-71.8074498
4269901038,42.2758329,-71.807448
4289706946,42.2758424,-71.8074463
4309673071,42.2758424,-71.8074463
4329811097,42.2758512,-71.8074445
4349751950,42.2758596,-71.807443
4369547129,42.275867,-71.8074417
4405971051,42.2758736,-71.8074385
4410171032,42.2758736,-71.8074385
4429728032,42.2758796,-71.8074363
4449741126,42.2758847,-71.8074341
4470299006,42.2758892,-71.8074322
4489673138,42.2758929,-71.8074309
4509608984,42.2758929,-71.8074309
4529737950,42.2758955,-71.8074293
4549641133,42.2758972,-71.8074289
4570462943,42.275898,-71.8074285
4590039015,42.2758979,-71.8074286
4609671116,42.2758979,-71.8074286
4629945994,42.2758981,-71.8074285
4649708033,42.275898,-71.8074284
4670377970,42.2758981,-71.8074287
4689541102,42.275898,-71.8074287
4709913016,42.275898,-71.8074287
4729838133,42.275898,-71.8074289
4750322104,42.275898,-71.8074291
4770328999,42.2758978,-71.8074291
4789758921,42.2758977,-71.8074291
4809545041,42.2758977,-71.8074291
4829607964,42.2758975,-71.8074291
4850275994,42.2758974,-71.807429
4870033980,42.2758973,-71.8074291
4890305043,42.2758972,-71.8074292
4910018921,42.2758972,-71.8074292
4930505038,42.2758971,-71.8074293
4949695111,42.275897,-71.8074294
4970221043,42.2758969,-71.8074295
4989953042,42.2758967,-71.8074296
5009639025,42.2758967,-71.8074296
5029618025,42.2758965,-71.8074296
5049824000,42.2758963,-71.8074297
5071877003,42.2758961,-71.8074298
5089620114,42.2758959,-71.80743
5109709979,42.2758959,-71.80743
5129822016,42.2758957,-71.80743
5150727034,42.2758954,-71.8074302
5169508934,42.2758952,-71.8074303
5189794064,42.275895,-71.8074305
5209684134,42.275895,-71.8074305
5229665041,42.2758947,-71.8074307
5250123024,42.2758945,-71.8074308
5269704104,42.2758943,-71.8074309
5289536953,42.2758941,-71.8074311
5309529067,42.2758941,-71.8074311
5330986023,42.2758938,-71.8074312
5350424052,42.2758936,-71.8074313
5370201111,42.2758933,-71.8074314
5389555932,42.275893,-71.8074315
5409773112,42.275893,-71.8074315
5429759026,42.2758926,-71.8074316
5450052023,42.2758923,-71.8074317
5469763995,42.2758919,-71.8074317
5489921093,42.2758916,-71.8074319
5509716034,42.2758916,-71.8074319
5529662133,42.2758913,-71.8074319
5560010910,42.275891,-71.807432
5569628001,42.2758908,-71.807432
5589714051,42.2758904,-71.8074322
5609687090,42.2758904,-71.8074322
5629703045,42.2758901,-71.8074323
5650352002,42.2758898,-71.8074324
5669798136,42.2758895,-71.8074325
5689602137,42.2758891,-71.8074326
5709594012,42.2758891,-71.8074326
5729854107,42.2758888,-71.8074327
5750190020,42.2758885,-71.8074328
5771773100,42.2758883,-71.8074329
5789628983,42.2758879,-71.807433
5809637070,42.2758879,-71.807433
5830287934,42.2758877,-71.8074332
5849682093,42.2758875,-71.8074333
5869539977,42.2758873,-71.8074335
5889405013,42.2758871,-71.8074337
5909572125,42.2758871,-71.8074337
5929899931,42.2758869,-71.8074338
5949744940,42.2758866,-71.8074339
5969733954,42.2758865,-71.807434
5989824057,42.2758862,-71.8074341
6009700060,42.2758862,-71.8074341
6030173064,42.275886,-71.8074343
6049673081,42.2758858,-71.8074344
6069616080,42.2758856,-71.8074345
6089554072,42.2758854,-71.8074347
6109636069,42.2758854,-71.8074347
6130388976,42.2758852,-71.8074348
6149661065,42.2758849,-71.8074349
6170747042,42.2758846,-71.807435
6189707041,42.2758844,-71.8074351
6210407973,42.2758844,-71.8074351
6230349064,42.2758842,-71.8074352
6249824048,42.275884,-71.8074352
6269609929,42.2758839,-71.8074353
6289529086,42.2758838,-71.8074354
6309984923,42.2758838,-71.8074354
6329873085,42.275884,-71.8074352
6350073100,42.2758847,-71.8074347
6369841099,42.275886,-71.8074339
6390239954,42.2758877,-71.8074325
6409625054,42.2758877,-71.8074325
6430153132,42.27589,-71.8074308
6449726105,42.2758924,-71.8074286
6469785929,42.2758953,-71.8074261
6489589930,42.2758985,-71.807423
6509928942,42.2758985,-71.807423
6529508114,42.2759017,-71.8074195
6550344944,42.2759054,-71.8074157
6573447943,42.2759091,-71.8074115
6589848042,42.2759126,-71.8074066
6610193015,42.2759126,-71.8074066
6629509926,42.275916,-71.8074001
6649481059,42.2759193,-71.8073938
6669675112,42.2759224,-71.8073866
6689465046,42.2759248,-71.8073793
6723077059,42.2759248,-71.8073793
6729454041,42.2759266,-71.8073711
6749973059,42.275928,-71.8073628
6769705058,42.2759287,-71.8073543
6789525986,42.2759287,-71.8073458
6810944081,42.2759287,-71.8073458
6829574109,42.2759284,-71.8073367
6850634099,42.2759278,-71.807327
6869596005,42.2759267,-71.8073172
6890305996,42.2759245,-71.8073074
6910368920,42.2759245,-71.8073074
6929567099,42.2759218,-71.8072972
6949867964,42.2759185,-71.8072868
6969653130,42.2759147,-71.807276
6990124941,42.2759108,-71.807265
7009678126,42.2759108,-71.807265
7029820919,42.2759065,-71.8072535
7049721003,42.2759018,-71.8072417
7069622040,42.2758967,-71.8072296
7090295077,42.2758917,-71.8072169
7109590054,42.2758917,-71.8072169
7129674912,42.2758866,-71.8072036
7149631024,42.2758812,-71.80719
7169977904,42.2758753,-71.8071758
7190355063,42.2758694,-71.807161
7209655047,42.2758694,-71.807161
7229849101,42.2758634,-71.8071457
7250010968,42.2758573,-71.80713
7270386935,42.275851,-71.8071137
7289525032,42.2758441,-71.8070969
7309910059,42.2758441,-71.8070969
7329555035,42.2758375,-71.8070794
7349678040,42.2758305,-71.8070616
7370366097,42.2758232,-71.8070435
7389706135,42.275816,-71.8070247
7409639121,42.275816,-71.8070247
7429700137,42.2758086,-71.8070056
7450441123,42.2758008,-71.8069865
7469917059,42.2757929,-71.8069671
7489772082,42.2757847,-71.8069475
7509719134,42.2757847,-71.8069475
7529670954,42.2757764,-71.8069276
7550168992,42.2757682,-71.8069072
7569550038,42.2757597,-71.8068867
7589782000,42.2757514,-71.8068656
7609785080,42.2757514,-71.8068656
7629558087,42.2757426,-71.8068444
7650213004,42.2757341,-71.8068224
7669755936,42.2757255,-71.8068002
7689530135,42.2757168,-71.8067777
7709821940,42.2757168,-71.8067777
7729984999,42.2757077,-71.8067553
7749562026,42.2756987,-71.8067323
7769670010,42.2756892,-71.8067094
7789530993,42.2756798,-71.8066864
7810022116,42.2756798,-71.8066864
7843982935,42.2756701,-71.8066629
7852453948,42.2756604,-71.8066393
7869486094,42.2756506,-71.8066155
7890084982,42.2756408,-71.8065913
7909640074,42.2756408,-71.8065913
7930026055,42.2756307,-71.8065673
7949500084,42.2756208,-71.8065426
7969846964,42.2756111,-71.8065175
7989829064,42.2756013,-71.8064925
8009701968,42.2756013,-71.8064925
8030517102,42.2755915,-71.8064676
8049675942,42.2755817,-71.8064423
8070145131,42.275572,-71.806417
8089492083,42.2755622,-71.8063916
8109861136,42.2755622,-71.8063916
8130193949,42.2755527,-71.8063664
8149716139,42.275543,-71.8063412
8169816018,42.2755335,-71.8063157
8189604998,42.275524,-71.8062907
8209965945,42.275524,-71.8062907
8229639054,42.2755149,-71.8062655
8249496937,42.2755059,-71.8062399
8269520045,42.2754962,-71.8062148
8289834977,42.2754865,-71.80619
8310220957,42.2754865,-71.80619
8329540015,42.275477,-71.8061647
8349739075,42.2754676,-71.8061395
8369717122,42.2754578,-71.8061144
8390449048,42.2754481,-71.8060893
8409513951,42.2754481,-71.8060893
8429742098,42.2754385,-71.806064
8449636937,42.275429,-71.8060388
8470097065,42.2754194,-71.8060137
8490350962,42.2754103,-71.8059881
8509660006,42.2754103,-71.8059881
8529552937,42.2754007,-71.8059634
8549618006,42.2753913,-71.8059384
8569793940,42.2753818,-71.805914
8589663983,42.2753728,-71.8058892
